SOLUTION,RM,FIXED,ID,NPV,ORF,WP,NP,ID_RM,PLOT,X,Y,EUCLIDEAN
0,0,0,0,1659110562,44.4907,126817000,74545300,110,NPV_Wp,0.25834699255805504,0.7469222293262233,0.05900058371773229
0,0,0,1,2538363282,43.7998,121952000,94574500,94,NPV_Wp,0.5480239012569158,0.7028018482494683,0.09035123772955905
0,0,0,2,1996691867,44.1604,104433000,80716800,59,NPV_Wp,0.36956587950892766,0.5439231316855074,0.12360140646717659
0,0,0,3,2946997557,39.8959,118175000,109423000,32,NPV_Wp,0.6826517629374577,0.6685484712038561,0.07568071423848244
0,0,0,4,1862170892,41.131,114991000,82872100,110,NPV_Wp,0.3252468580185458,0.6396729741127178,0.0714950306291442
0,0,0,5,2278159018,39.164,112308000,95391700,59,NPV_Wp,0.46229750529446456,0.6153410147234201,0.0538286575014502
0,0,0,6,2573801166,42.6726,119286000,93556600,94,NPV_Wp,0.5596991983068343,0.6786240607981572,0.0982016654585954
0,0,0,7,2086978840,47.0774,132244000,81023700,43,NPV_Wp,0.3993116518443462,0.7961393532940648,0.07632122202791605
0,0,0,8,2740332507,42.3884,122774000,100185000,94,NPV_Wp,0.6145642933643234,0.7102565148979971,0.04474627196811568
0,0,0,9,3156507769,42.1895,121600000,110491000,37,NPV_Wp,0.7516765941065928,0.6996095822393927,0.0686050493551022
0,0,0,10,1220374243,43.4917,106433000,67277300,110,NPV_Wp,0.11380176940328648,0.562061006742755,0.20570643545342618
0,0,0,11,2530645173,33.1736,124121000,95290600,94,NPV_Wp,0.545481107922002,0.7224723737490534,0.08310567173220797
0,0,0,12,3800133648,41.8548,130476000,123447000,37,NPV_Wp,0.9637243373166531,0.7801054717434579,0.2039901976192555
0,0,0,13,2479871125,37.4712,135933000,92419600,48,NPV_Wp,0.5287531878005065,0.8295946638371582,0.006810403071926627
0,0,0,14,2608177114,44.0384,127643000,93578800,94,NPV_Wp,0.5710246319662636,0.7544131717248665,0.051209166005914165
0,0,0,15,2518566342,36.4887,127366000,96103800,48,NPV_Wp,0.5415016395107175,0.7519010760294378,0.07753544798802535
0,0,0,16,2847391218,32.6791,134208000,106148000,94,NPV_Wp,0.6498356502180898,0.813950746600282,0.06569042739308513
0,0,0,17,2062759694,37.4035,128428000,84853400,43,NPV_Wp,0.3913324586214849,0.7615322876848363,0.04082132264660856
0,0,0,18,1519936865,32.9846,81957100,72991000,171,NPV_Wp,0.2124950942333596,0.34009059868591096,0.14998289539087137
0,0,0,19,3271438494,45.6475,109183000,112502000,37,NPV_Wp,0.7895414495403286,0.5870005849464706,0.06863950973852584
0,0,0,20,1729791346,30.2763,148210000,76527300,54,NPV_Wp,0.2816333476045676,0.940934009876073,0.11626533478026453
0,0,0,21,2007174328,43.5949,127965000,81012900,43,NPV_Wp,0.37301941093278995,0.7573333696090835,0.03748332943253138
0,0,0,22,2112615985,36.0559,126868000,85051300,43,NPV_Wp,0.4077580162883077,0.747384745140183,0.03535935653783194
0,0,0,23,2164099219,39.4108,129777000,84914600,43,NPV_Wp,0.4247195834642843,0.7737662844109499,0.06646935816721529
0,0,0,24,2257597401,41.4652,125520000,89313300,43,NPV_Wp,0.45552331453573713,0.7351598173515982,0.07307144418962992
0,0,0,25,1536645332,39.2993,150223000,69487200,54,NPV_Wp,0.21799983360983483,0.9591897811211928,0.054758519336060414
0,0,0,26,1494053532,37.9085,142141000,74008300,54,NPV_Wp,0.20396762116479383,0.885894628014855,0.1162983762668272
0,1,0,27,2276657413,39.862,86830500,94676400,27,NPV_Wp,0.46180278940153363,0.3842871588379063,0
0,0,0,28,1939504445,36.9631,129716000,80537200,43,NPV_Wp,0.3507250215341952,0.7732130792217038,0.06142862538350033
0,0,0,29,3395867394,43.9623,115263000,114572000,37,NPV_Wp,0.8305355554269724,0.6421397251205035,0.029937250933383227
0,0,0,30,2415830851,43.2504,146112000,89485900,48,NPV_Wp,0.5076546023965877,0.9219073789410202,0.09599652372978422
0,0,0,31,2893872715,40.7063,114999000,104211000,32,NPV_Wp,0.6651493547496553,0.6397455256129468,0.0464200049950518
0,1,1,32,2912426250,46.0396,109925000,105222000,32,NPV_Wp,0.6712619666779257,0.5937297365927094,0
0,0,0,33,3266508733,37.6629,105943000,117159000,37,NPV_Wp,0.7879172999703343,0.5576172273537294,0.09785243734535196
0,0,0,34,2771702966,43.5415,115239000,100092000,32,NPV_Wp,0.6248995444029376,0.6419220706198165,0.06687282899791647
0,0,0,35,1759666520,33.8302,120900000,78011100,110,NPV_Wp,0.2914759649252858,0.6932613259693561,0.017050236439115744
0,0,0,36,1889350536,33.1744,143119000,78694700,43,NPV_Wp,0.3342014112139633,0.894764048917849,0.1802875635285246
0,1,0,37,3312798097,43.5811,116601000,114042000,37,NPV_Wp,0.8031677047335478,0.6542739635338022,0
0,0,0,38,2755752262,49.8109,129657000,96617900,94,NPV_Wp,0.61964445616586,0.772678011907515,0.018519296924257387
0,0,0,39,1894593579,41.9184,125554000,77301300,43,NPV_Wp,0.3359287740686556,0.7354681612275714,0.049846828175378895
0,0,0,40,1575747107,38.1719,128341000,72818700,110,NPV_Wp,0.2308822291361613,0.760743290119846,0.08301523221833308
0,0,0,41,2312208968,38.5927,132171000,88930900,48,NPV_Wp,0.4735155362803122,0.7954773208544753,0.05822523429141128
0,0,0,42,2582680822,44.0318,132517000,93424500,48,NPV_Wp,0.5626246726805607,0.7986151732393791,0.04923559040437912
0,1,0,43,2039760504,39.1357,124005000,82466000,43,NPV_Wp,0.38375518975414746,0.721420376995733,0
0,0,0,44,1724135510,30.9923,141822000,73627500,54,NPV_Wp,0.2797699867626612,0.8830016369432239,0.15279959697952622
0,0,0,45,2209108994,36.3728,125040000,88677200,43,NPV_Wp,0.4395484172985785,0.7308067273378588,0.05657727293330587
0,0,0,46,3308931419,40.0684,115893000,115360000,37,NPV_Wp,0.801893796442455,0.6478531557635365,0.0065459617136688925
0,0,0,47,2216600027,40.1675,109578000,89451800,59,NPV_Wp,0.4420163986116203,0.590582815270277,0.0528686474541435
0,1,0,48,2460690237,44.3305,135653000,90448500,48,NPV_Wp,0.5224338893604186,0.8270553613291435,0
0,0,0,49,2763400153,42.1923,108322000,99982300,32,NPV_Wp,0.622164115613653,0.5791922297343255,0.051204863878220215
0,0,0,50,1714074383,33.7504,138859000,73999800,110,NPV_Wp,0.27645526722743285,0.8561303750459115,0.16590739203022162
0,0,0,51,2482516865,46.844,127699000,94343100,48,NPV_Wp,0.5296248482082456,0.7549210322264696,0.0724918707459258
0,0,0,52,2521628116,37.9617,125732000,95327800,94,NPV_Wp,0.5425103656792922,0.7370824321076664,0.08156998540501866
0,0,0,53,2668257087,42.2135,110680000,100044000,32,NPV_Wp,0.5908184642257203,0.6005767844268205,0.0807343740349833
0,1,0,54,1425825263,31.5305,154723000,68398000,54,NPV_Wp,0.18148926698945012,1,0
0,0,0,55,3512093214,41.6318,115932000,123011000,37,NPV_Wp,0.8688270903665405,0.6482068443271528,0.06593909960842458
0,0,0,56,2204509492,42.0676,117125000,90814100,43,NPV_Wp,0.4380330742230243,0.659026086798801,0.08269907007697065
0,0,0,57,1724578965,47.0559,141583000,73884100,54,NPV_Wp,0.2799160865933754,0.8808341608738828,0.15455851976508866
0,0,0,58,2775082433,41.937,123372000,100749000,94,NPV_Wp,0.62601293709578,0.7156797395401142,0.03884515383254225
