SOLUTION,RM,FIXED,ID,NPV,ORF,WP,NP,ID_RM,PLOT,X,Y,EUCLIDEAN
0,0,0,0,2187869615,0.490321595,30662300,70576400,43,NPV_Wp,0.7823082589140892,0.4800557307347321,0.18637411999095466
0,0,0,1,1744869593,0.463493341,47355500,60453900,84,NPV_Wp,0.5933930117993659,0.7882734291942345,0.12152319944311638
0,1,0,2,1771146852,0.458486832,27554000,61854000,2,NPV_Wp,0.60459882360739,0.42266511227202447,0
0,0,0,3,1949286187,0.528465241,49510200,61711000,84,NPV_Wp,0.6805654936324708,0.8280570940919587,0.08886055616609775
0,0,0,4,2124542799,0.456087579,45719100,64304700,84,NPV_Wp,0.7553028401793049,0.7580594832905653,0.051417996449429675
0,0,0,5,1356935117,0.434037023,35399700,55943900,83,NPV_Wp,0.4279602042184654,0.5675255103265447,0.12445510321489749
0,0,0,6,1087625267,0.474982028,34670300,49554400,206,NPV_Wp,0.3131143027815146,0.5540581110707783,0.05238264562902442
0,0,0,7,1496165641,0.518627791,19333900,58272500,68,NPV_Wp,0.4873343973135899,0.2708919170124604,0.11803626464298142
0,0,0,8,1522033522,0.503883,40547200,53385900,46,NPV_Wp,0.4983656318254682,0.6625672400620232,0.07067186030092842
0,0,0,9,2248574228,0.488180575,27320500,71372000,2,NPV_Wp,0.8081954516824422,0.4183538458527463,0.2036422696339567
0,0,0,10,1999403657,0.503556889,44094000,62589100,84,NPV_Wp,0.701937849749001,0.7280541768324544,0.015489959909854648
0,0,0,11,1234775278,0.498862366,43785500,50867000,46,NPV_Wp,0.3758657233469051,0.7223581353320376,0.11006687486991922
0,0,0,12,1496718821,0.45473273,31940100,59489500,83,NPV_Wp,0.48757029828697385,0.503648605383784,0.11770240838397783
0,0,0,13,1169009620,0.510428767,22693300,52463400,68,NPV_Wp,0.34782027206985666,0.33291876244682,0.13068767678372348
0,0,0,14,1051858314,0.479887565,43839300,48059300,206,NPV_Wp,0.297861656214974,0.7233514806569078,0.14006642811226605
0,0,0,15,1351630685,0.435375679,22231600,62360600,68,NPV_Wp,0.4256981544841129,0.32439408704733086,0.12227651625688836
0,0,0,16,1938322657,0.481521788,41802600,64555700,84,NPV_Wp,0.6758901485391478,0.6857465285535083,0.06472359916711246
0,0,0,17,1919531589,0.521672678,39076000,65806400,84,NPV_Wp,0.667876787188187,0.6354034920704086,0.11416376782313074
0,0,0,18,2329176948,0.552009817,45235800,68375800,144,NPV_Wp,0.8425680973048364,0.7491359926677083,0.10302106306345235
0,0,0,19,1676869843,0.500744354,50069900,57181500,46,NPV_Wp,0.5643948426412854,0.8383912089308022,0.13240193465392103
0,0,0,20,1580362361,0.504762807,15418000,63959000,68,NPV_Wp,0.5232396870994427,0.19859004047605244,0.13633973640542668
0,0,0,21,1684545285,0.448668397,39105800,55325300,83,NPV_Wp,0.5676679982849316,0.6359537093693144,0.03706167750574158
0,0,0,22,2051978055,0.571721452,31208600,64892100,2,NPV_Wp,0.7243579510962597,0.49014243242574557,0.13746067565679687
0,0,0,23,1199307268,0.497417906,22025600,55153200,68,NPV_Wp,0.36074055959732526,0.3205905714911369,0.11535691060552543
0,0,0,24,1370033509,0.475243882,38717200,54903500,83,NPV_Wp,0.43354595103245885,0.6287787280822416,0.11527822500035909
0,0,0,25,714511263.8,0.455488967,26158200,45906000,147,NPV_Wp,0.1540016151607188,0.3968935248286479,0.09877271749338985
0,0,0,26,1759480337,0.457008568,33678700,63736700,83,NPV_Wp,0.5996236939127179,0.5357495381313513,0.08774714954761195
0,0,0,27,1793275999,0.433944404,43499200,60740500,84,NPV_Wp,0.6140356928316156,0.7170719872556379,0.0956848126669718
0,0,0,28,2271328537,0.509200287,52301300,65895100,144,NPV_Wp,0.8178989182607345,0.8795910371448376,0.038314211743379116
0,0,0,29,2046811106,0.422805296,43656400,62466100,84,NPV_Wp,0.7221545303317248,0.7199744758257045,0.028007374461453915
0,0,0,30,1433754343,0.434543847,14254700,62425700,68,NPV_Wp,0.4607193968646269,0.1771112557842055,0.07982551692242172
0,0,0,31,1562682322,0.463001067,42257600,61159200,46,NPV_Wp,0.5157001187680377,0.6941474973790823,0.048467176165749255
0,0,0,32,1233356099,0.498702903,28663800,54903200,206,NPV_Wp,0.37526052122913856,0.4431560907393259,0.1764227254576705
0,0,0,33,1691488184,0.541965359,29211100,59983100,2,NPV_Wp,0.5706287644590641,0.4532612560980879,0.04571749047756145
0,0,0,34,2027489585,0.432225995,42030400,67084500,84,NPV_Wp,0.7139149598281656,0.6899525520666199,0.0535727846569009
0,0,0,35,2019740050,0.459116158,43086500,67030500,84,NPV_Wp,0.7106102075779519,0.709452031575826,0.03380315489542481
0,0,0,36,2131934816,0.509662539,53377400,62979000,144,NPV_Wp,0.7584551305830992,0.899459790009014,0.07094838444154845
0,0,0,37,1235476424,0.450184387,21058800,53347300,68,NPV_Wp,0.37616472371547277,0.3027398975118731,0.09506772962933717
0,0,0,38,1360255736,0.399384882,39057100,53046300,46,NPV_Wp,0.42937626635798115,0.6350545287499617,0.11207234262727934
0,0,0,39,2114024921,0.434286919,50805800,64898100,144,NPV_Wp,0.7508175412564698,0.8519786220269341,0.052791801681045476
0,0,0,40,1661623072,0.412629975,45924300,56588900,46,NPV_Wp,0.5578929298464218,0.7618482279125605,0.07827847196686039
0,0,0,41,2452935508,0.509730555,47414100,71452500,144,NPV_Wp,0.8953443451239895,0.7893554001242974,0.1074028230605196
0,0,0,42,1847159804,0.419709141,45406000,58412600,84,NPV_Wp,0.6370141845506444,0.7522785089185055,0.06976290710152003
0,1,0,43,2460804149,0.547536868,38546000,74145800,43,NPV_Wp,0.8986998895599942,0.625617748163696,0
0,0,0,44,2195733548,0.512362813,40676600,70587200,84,NPV_Wp,0.785661795645942,0.6649564386686809,0.11138383826952901
0,0,0,45,2098045855,0.466045799,39880000,65430500,84,NPV_Wp,0.7440033447505101,0.6502482809402143,0.10014076982182141
0,1,0,46,1491874056,0.433447983,44310900,54188800,46,NPV_Wp,0.4855042713530344,0.7320589463671072,0
0,0,0,47,1896495386,0.542615175,47190700,62918400,84,NPV_Wp,0.6580531082576926,0.7852306167492793,0.06403366048383481
