atributo,classe
-1.656762149164944242e-01,0.000000000000000000e+00
9.337742602801196723e-02,0.000000000000000000e+00
1.208458371930458131e-01,1.000000000000000000e+00
-1.657750828186328462e-01,0.000000000000000000e+00
1.539492045728941272e-01,1.000000000000000000e+00
-1.150686663731387976e-01,0.000000000000000000e+00
1.065836354674225273e-02,0.000000000000000000e+00
3.229775296139197893e-01,1.000000000000000000e+00
4.725354668293649946e-02,0.000000000000000000e+00
3.729757909711571284e-01,1.000000000000000000e+00
5.789800044715618377e-01,1.000000000000000000e+00
5.831321287604878112e-01,1.000000000000000000e+00
-1.106104057305846572e-01,0.000000000000000000e+00
-1.587114169915452289e-01,0.000000000000000000e+00
1.272140154703287895e-01,0.000000000000000000e+00
1.353296170168838408e-01,0.000000000000000000e+00
-3.662666031903042546e-02,0.000000000000000000e+00
1.065884286822167959e-01,1.000000000000000000e+00
6.105709961442243872e-01,1.000000000000000000e+00
2.797112591408726021e-02,0.000000000000000000e+00
4.519961836220589557e-01,1.000000000000000000e+00
-1.289412745661568660e-01,0.000000000000000000e+00
6.536253332639589686e-02,0.000000000000000000e+00
-1.969327353622661592e-02,0.000000000000000000e+00
1.133732536778911532e-01,0.000000000000000000e+00
1.354179315472883449e-01,0.000000000000000000e+00
3.306382987569694287e-01,1.000000000000000000e+00
-1.220027662736086760e-01,0.000000000000000000e+00
4.739063270503898750e-02,0.000000000000000000e+00
3.468198928634109723e-01,1.000000000000000000e+00
4.370089939216844632e-01,1.000000000000000000e+00
6.307867440588126040e-02,0.000000000000000000e+00
7.670694769428730575e-02,0.000000000000000000e+00
3.529460750482239506e-01,1.000000000000000000e+00
1.379810658485454422e-01,0.000000000000000000e+00
2.152102033688702287e-01,0.000000000000000000e+00
2.625683583934064202e-01,0.000000000000000000e+00
2.727691466301537249e-01,1.000000000000000000e+00
4.244311438408044368e-01,1.000000000000000000e+00
-1.660455931634655102e-01,0.000000000000000000e+00
9.559333416592746824e-02,0.000000000000000000e+00
-2.814857888158051741e-02,0.000000000000000000e+00
1.597794352349959646e-01,0.000000000000000000e+00
-6.357100244631060104e-02,0.000000000000000000e+00
5.068283118638368112e-01,1.000000000000000000e+00
-9.247856524908495621e-05,0.000000000000000000e+00
-1.131910546292387854e-01,0.000000000000000000e+00
4.994107819148094207e-02,0.000000000000000000e+00
1.105516901060512452e-01,0.000000000000000000e+00
5.264939294479547248e-03,0.000000000000000000e+00
-3.105032425935040988e-02,0.000000000000000000e+00
4.858633735942736176e-01,1.000000000000000000e+00
1.410062863281272283e-01,0.000000000000000000e+00
2.744654465981640756e-01,1.000000000000000000e+00
3.443394179828150881e-01,1.000000000000000000e+00
6.204416659924042454e-01,1.000000000000000000e+00
1.024647889413334845e-01,1.000000000000000000e+00
4.576766752432060575e-03,0.000000000000000000e+00
4.245367281628724676e-01,1.000000000000000000e+00
-3.596059373601964010e-02,0.000000000000000000e+00
1.282270394804272198e-02,0.000000000000000000e+00
-3.250345915929085672e-02,0.000000000000000000e+00
1.697589401016892929e-01,0.000000000000000000e+00
-1.046993253939615398e-01,0.000000000000000000e+00
1.055026190200016381e-02,0.000000000000000000e+00
2.845149760500897615e-02,0.000000000000000000e+00
-8.218085504652418438e-02,0.000000000000000000e+00
9.471114671688679598e-02,0.000000000000000000e+00
-4.681786684377246821e-02,0.000000000000000000e+00
-5.272063678470957811e-03,0.000000000000000000e+00
9.685748259901996726e-02,0.000000000000000000e+00
3.904738282254943682e-01,1.000000000000000000e+00
4.622091667500859979e-01,1.000000000000000000e+00
-2.374637995338270066e-02,0.000000000000000000e+00
1.605961090400619129e-01,0.000000000000000000e+00
-3.053248466613494028e-01,0.000000000000000000e+00
-2.551263108201637028e-02,0.000000000000000000e+00
-6.516129633701429891e-02,0.000000000000000000e+00
2.212251563346158967e-01,0.000000000000000000e+00
-7.497812061578122689e-02,0.000000000000000000e+00
3.087173566484892051e-01,1.000000000000000000e+00
2.174687830551729206e-01,1.000000000000000000e+00
-1.038638674280691065e-01,0.000000000000000000e+00
6.025535200150945458e-01,1.000000000000000000e+00
5.390929237131533158e-01,1.000000000000000000e+00
7.427171130021946732e-01,1.000000000000000000e+00
5.298415677505301513e-01,1.000000000000000000e+00
1.429053132206285215e-01,0.000000000000000000e+00
3.837572809911228566e-02,0.000000000000000000e+00
-4.974674330522608524e-03,0.000000000000000000e+00
4.619124005555182155e-02,0.000000000000000000e+00
-4.241658709988693765e-02,0.000000000000000000e+00
1.802177833780931049e-01,1.000000000000000000e+00
4.286436362097985064e-01,1.000000000000000000e+00
7.651174042860961477e-03,0.000000000000000000e+00
-8.485709199093677269e-02,1.000000000000000000e+00
6.828232781397446383e-01,1.000000000000000000e+00
6.033543562017325002e-01,1.000000000000000000e+00
1.098261528208617221e-01,0.000000000000000000e+00
-3.873036598374526157e-02,0.000000000000000000e+00
5.044060692807672552e-02,1.000000000000000000e+00
-1.843552772415066321e-01,0.000000000000000000e+00
7.502737050420091314e-02,0.000000000000000000e+00
-7.427922352024990751e-03,0.000000000000000000e+00
1.337995197691966946e-02,0.000000000000000000e+00
